geometry,LST,NDVI
POINT (73.81883389370066 18.4951888059158),39.49454354000002,0.4207462966442108
POINT (73.81928305134271 18.4951888059158),37.60608748999999,0.2796366810798645
POINT (73.81973220898477 18.4951888059158),37.37195312,0.4926845133304596
POINT (73.82018136662683 18.4951888059158),38.846828750000014,0.4135754704475403
POINT (73.82063052426889 18.4951888059158),39.06729104000004,0.48543107509613037
POINT (73.82107968191094 18.4951888059158),38.00428682000003,0.39898771047592163
POINT (73.79188443517707 18.495637963557858),48.96074993000002,0.17519962787628174
POINT (73.79233359281913 18.495637963557858),50.124585740000015,0.17138002812862396
POINT (73.79278275046119 18.495637963557858),50.345048030000015,0.16958317160606384
POINT (73.79323190810325 18.495637963557858),49.74689453000002,0.25617823004722595
POINT (73.7936810657453 18.495637963557858),47.77811501000002,0.23598170280456543
POINT (73.79413022338737 18.495637963557858),46.01954372000003,0.3488454818725586
POINT (73.79457938102942 18.495637963557858),43.589331500000014,0.2665804326534271
POINT (73.79502853867149 18.495637963557858),42.579306590000016,0.2881918251514435
POINT (73.79547769631354 18.495637963557858),40.94378402000001,0.17689701914787292
POINT (73.7959268539556 18.495637963557858),40.907894810000016,0.29120251536369324
POINT (73.79637601159766 18.495637963557858),40.673760440000024,0.4341772198677063
POINT (73.79682516923972 18.495637963557858),40.61052707000002,0.34857863187789917
POINT (73.79727432688179 18.495637963557858),41.188172450000025,0.32457396388053894
POINT (73.79772348452384 18.495637963557858),40.942075009999996,0.3137854337692261
POINT (73.79817264216591 18.495637963557858),40.81731728,0.2801746428012848
POINT (73.79862179980796 18.495637963557858),40.877132630000034,0.39139026403427124
POINT (73.79907095745003 18.495637963557858),40.26188903000002,0.2604999840259552
POINT (73.79952011509208 18.495637963557858),40.33024943000004,0.3178023099899292
POINT (73.79996927273415 18.495637963557858),40.68914153000003,0.2988261878490448
POINT (73.8004184303762 18.495637963557858),40.65667034000003,0.32252585887908936
POINT (73.80086758801826 18.495637963557858),40.441335080000016,0.34415411949157715
POINT (73.80131674566032 18.495637963557858),40.073897930000044,0.33757632970809937
POINT (73.80176590330238 18.495637963557858),40.549002710000025,0.38374075293540955
POINT (73.80221506094445 18.495637963557858),41.36420048000002,0.4023834466934204
POINT (73.8026642185865 18.495637963557858),41.37616355000003,0.33406445384025574
POINT (73.80311337622857 18.495637963557858),41.029234520000045,0.32904553413391113
POINT (73.80356253387062 18.495637963557858),40.39860983,0.6049193143844604
POINT (73.80401169151268 18.495637963557858),39.63126434000003,0.6265606880187988
POINT (73.80446084915474 18.495637963557858),39.63297335000004,0.6052944660186768
POINT (73.8049100067968 18.495637963557858),39.50137958000002,0.4094124436378479
POINT (73.80535916443885 18.495637963557858),39.901287920000016,0.4555201530456543
POINT (73.80580832208092 18.495637963557858),40.255052989999996,0.50581294298172
POINT (73.80625747972297 18.495637963557858),42.62886788000003,0.04172840341925621
POINT (73.80670663736504 18.495637963557858),43.832010920000016,0.049151711165905
POINT (73.8071557950071 18.495637963557858),42.23921360000003,0.043014779686927795
POINT (73.80760495264916 18.495637963557858),40.333667450000036,0.050348374992609024
POINT (73.80805411029122 18.495637963557858),39.638100380000026,0.37925881147384644
POINT (73.80850326793328 18.495637963557858),38.53407992000001,0.512682318687439
POINT (73.80895242557534 18.495637963557858),38.34267080000001,0.30644291639328003
POINT (73.8094015832174 18.495637963557858),38.73232508000001,0.2800653576850891
POINT (73.80985074085946 18.495637963557858),38.68447279999998,0.27485382556915283
POINT (73.81029989850151 18.495637963557858),38.730616070000025,0.4330824613571167
POINT (73.81074905614358 18.495637963557858),38.518698830000005,0.5978419780731201
POINT (73.81119821378563 18.495637963557858),38.59560428000003,0.556717038154602
POINT (73.8116473714277 18.495637963557858),38.462301500000024,0.5713475346565247
POINT (73.81209652906976 18.495637963557858),38.696435870000045,0.6540125012397766
